sid,peak_mjd,peak_mag,first_det_mjd,last_det_mjd,rise_time_days,fade_time_days,ra,dec,distance_Mpc
146,61557.42531,23.306,61557.42531,61559.40932,66.38057,68.36458,119.36484,-0.10369,338.25
147,61292.06038,17.536,61292.06038,61294.04815,4.27739,6.26517,187.44206,-0.21654,525.47
160,61676.34920,20.095,61676.34920,61701.35498,20.84750,45.85328,38.78674,-0.01342,116.66
173,61637.97354,21.871,61637.97354,61650.03995,21.60131,33.66772,336.97569,-0.03486,936.68
197,62466.09100,21.550,62466.09100,62499.08254,44.81581,77.80736,314.84233,0.41815,875.82
198,62186.14805,22.491,62186.14805,62201.09612,17.75461,32.70267,70.71648,0.27084,204.47
211,61915.95121,22.648,61915.95747,61915.96060,42.07549,42.07862,209.20198,0.10641,585.31
222,61657.21463,22.496,61657.21463,61698.13354,14.82087,55.73978,238.63112,-0.02060,666.24
258,61012.02503,21.390,61012.02503,61012.03131,66.08176,66.08804,23.96119,-0.41382,75.89
259,62058.26969,22.610,62058.26969,62097.09721,48.51045,87.33798,213.99612,0.18164,598.49
260,61376.32258,23.774,61376.32258,61382.33081,72.59440,78.60262,52.62237,-0.20761,154.71
280,61197.03632,19.571,61197.03632,61231.96669,8.53955,43.46992,15.65102,-0.27261,53.04
291,60990.08271,23.840,60990.08271,60991.10031,96.72397,97.74158,18.70627,-0.44551,61.44
306,61916.43018,19.730,61916.43018,61916.43331,11.93241,11.93553,138.63222,0.12329,391.24
317,61915.95121,21.128,61915.95121,61923.96438,8.96586,16.97904,246.86760,0.12466,688.89
321,61793.33730,20.989,61793.33730,61823.33019,66.85254,96.84543,173.12775,0.02547,486.10
329,61526.11556,22.115,61526.11556,61557.09818,9.98032,40.96294,103.73602,-0.08989,295.27
338,61020.02923,20.237,61020.02923,61020.03550,62.66593,62.67220,30.41756,-0.40700,93.65
352,61052.32199,23.118,61052.32199,61052.32292,20.40939,20.41032,203.38222,-0.36293,569.30
25,62068.23625,16.090,62068.23625,62117.23441,1.50343,50.50158,70.06993,0.21347,202.69
46,62465.23552,20.212,62465.23552,62539.04552,18.87347,92.68347,139.49222,0.43324,393.60
61,61947.43584,18.403,61947.43584,62040.29332,3.05543,95.91291,169.59463,0.14534,476.39
67,62233.10372,17.594,62233.10372,62319.96298,8.25347,95.11273,109.42204,0.30309,310.91
89,61978.19636,19.520,61978.19636,61997.12648,33.65245,52.58257,180.37612,0.14543,506.03
90,61978.11405,16.467,61978.11405,61978.19681,57.98084,58.06361,54.83236,0.13193,160.79
130,60996.01273,16.470,60996.01273,60996.01945,6.19226,6.19898,61.41347,-0.38772,178.89
132,62455.34380,19.322,62455.34380,62522.23523,25.40516,92.29659,209.18201,0.42335,585.25
157,61000.01727,19.828,61000.01727,61000.02663,79.20865,79.21802,237.39215,-0.42891,662.83
176,61701.10485,17.825,61701.10485,61713.00536,3.61114,15.51165,156.63494,0.00958,440.75
192,61540.42068,17.715,61540.42068,61558.43432,49.51573,67.52936,44.19286,-0.10377,131.53
278,61698.25645,23.334,61698.25645,61707.16287,29.51396,38.42037,315.00178,-0.00617,876.25
383,61518.09820,18.920,61518.09820,61560.95444,4.37413,47.23036,172.57304,-0.09121,484.58
33,62502.21813,22.184,62502.21813,62503.18090,98.87915,99.84192,133.36549,0.40742,376.76
38,61697.16259,14.983,61697.16259,61715.10953,0.61994,18.56688,81.68737,0.00906,234.64
92,62231.23065,19.875,62231.23065,62279.15108,11.07074,58.99118,160.61626,0.30039,451.69
142,61895.34452,19.398,61895.34452,61978.21110,11.00014,93.86672,337.61752,0.11217,938.45
159,61997.42288,17.447,61997.42288,61999.37634,1.81155,3.76502,276.71310,0.17376,770.96
188,61171.42279,22.767,61171.42279,61182.41631,79.76086,90.75438,268.84426,-0.32815,749.32
229,61920.42680,16.227,61920.42680,61920.43719,37.93610,37.94649,38.12307,0.11115,114.84
234,61217.99730,18.785,61217.99730,61218.98245,2.76105,3.74620,335.88836,-0.25743,933.69
253,62369.42451,18.534,62369.42451,62374.42189,62.86615,67.86352,89.22224,0.35035,255.36
272,61999.36563,13.639,61999.36563,62003.40641,46.00821,50.04899,19.21750,0.15031,62.85
286,61174.42628,22.044,61174.42628,61174.42808,66.56550,66.56730,17.73148,-0.31879,58.76
360,61538.98467,20.120,61538.98467,61540.98503,2.21484,4.21520,335.24504,-0.07854,931.92
393,61070.05860,20.737,61070.05860,61081.22855,55.87090,67.04085,246.99469,-0.37334,689.24
50,62159.35036,18.796,62159.35036,62199.18831,54.70631,94.54426,71.96695,0.23477,207.91
309,61548.40662,17.836,61548.40662,61549.43095,93.35839,94.38272,50.31663,-0.12354,148.37
